image_path,label
training_data\c2d1c7fa-aligned_solid_656.png,IfcPlate
training_data\5cdf2d65-aligned_solid_657.png,IfcAngle
training_data\70a5b632-aligned_solid_658.png,IfcPlate
training_data\5d8509cc-aligned_solid_659.png,IfcWasher
training_data\8dad82ca-aligned_solid_660.png,IfcPlate
training_data\a708314e-aligned_solid_661.png,IfcPlate
training_data\12849a4d-aligned_solid_662.png,IfcAngle
training_data\563678db-aligned_solid_663.png,IfcPlate
training_data\a064298f-aligned_solid_664.png,IfcPlate
training_data\78c99301-aligned_solid_665.png,IfcPlate
training_data\6a82627f-aligned_solid_666.png,IfcPlate
training_data\f3e894bd-aligned_solid_667.png,IfcPlate
training_data\684b513d-aligned_solid_668.png,IfcPlate
training_data\e204afea-aligned_solid_669.png,IfcColumn
training_data\0e4caf34-aligned_solid_670.png,IfcPlate
training_data\da11b853-aligned_solid_671.png,IfcBeam
training_data\87c9f35b-aligned_solid_672.png,IfcAngle
training_data\9ac75e27-aligned_solid_673.png,IfcColumn
training_data\97ab25dd-aligned_solid_674.png,IfcAngle
training_data\48b54f67-aligned_solid_675.png,IfcAngle
training_data\c21d1bc7-aligned_solid_676.png,IfcAngle
training_data\ffc864da-aligned_solid_677.png,IfcAngle
training_data\91691814-aligned_solid_678.png,IfcAngle
training_data\88c6615e-aligned_solid_679.png,IfcColumn
training_data\a913f0a6-aligned_solid_680.png,IfcAngle
training_data\d824f05f-aligned_solid_681.png,IfcBeam
training_data\b48d528e-aligned_solid_682.png,IfcBeam
training_data\7735f29a-aligned_solid_683.png,IfcBeam
training_data\e5d437af-aligned_solid_684.png,IfcPlate
training_data\888fed0d-aligned_solid_685.png,IfcPlate
training_data\06963faf-aligned_solid_686.png,IfcColumn
training_data\8ec21746-aligned_solid_687.png,IfcBolt
training_data\306f755c-aligned_solid_688.png,IfcBolt
training_data\9027ed54-aligned_solid_689.png,IfcAngle
training_data\2e5a5546-aligned_solid_690.png,IfcPlate
training_data\06d01e30-aligned_solid_691.png,IfcWasher
training_data\6ada872c-aligned_solid_692.png,IfcPlate
training_data\30375381-aligned_solid_693.png,IfcPlate
training_data\ac051991-aligned_solid_694.png,IfcPlate
training_data\c4c1cdcf-aligned_solid_695.png,IfcAngle
training_data\fe7db56c-aligned_solid_696.png,IfcAngle
training_data\35cef281-aligned_solid_697.png,IfcPlate
training_data\0c26f054-aligned_solid_698.png,IfcPlate
training_data\5338c007-aligned_solid_796.png,IfcColumn
training_data\22ed03b0-aligned_solid_700.png,IfcPlate
training_data\eeb667ae-aligned_solid_701.png,IfcPlate
training_data\9324f03d-aligned_solid_702.png,IfcPlate
training_data\97877015-aligned_solid_703.png,IfcPlate
training_data\d941ff6d-aligned_solid_704.png,IfcBolt
training_data\bae19fec-aligned_solid_705.png,IfcPlate
training_data\e2fb91fb-aligned_solid_706.png,IfcPlate
training_data\333105cb-aligned_solid_707.png,IfcBolt
training_data\2f4c8b4a-aligned_solid_708.png,IfcPlate
training_data\436fbe6c-aligned_solid_709.png,IfcPlate
training_data\e23633e9-aligned_solid_710.png,IfcPlate
training_data\cf3a0ecf-aligned_solid_711.png,IfcColumn
training_data\eb2bd6dc-aligned_solid_712.png,IfcPlate
training_data\3d5468f3-aligned_solid_713.png,IfcPlate
training_data\6bbcf64d-aligned_solid_714.png,IfcAngle
training_data\c62b381b-aligned_solid_715.png,IfcPlate
training_data\b5650d71-aligned_solid_716.png,IfcPlate
training_data\153a51b8-aligned_solid_717.png,IfcPlate
training_data\11bea56a-aligned_solid_718.png,IfcPlate
training_data\314b692f-aligned_solid_719.png,IfcPlate
training_data\53d090b7-aligned_solid_720.png,IfcBolt
training_data\0238f238-aligned_solid_721.png,IfcPlate
training_data\234b3137-aligned_solid_722.png,IfcBolt
training_data\2be17b0d-aligned_solid_723.png,IfcBolt
training_data\02441cc2-aligned_solid_724.png,IfcPlate
training_data\1587789d-aligned_solid_725.png,IfcPlate
training_data\39a83612-aligned_solid_726.png,IfcPlate
training_data\8abe37e6-aligned_solid_727.png,IfcPlate
training_data\0cf811bc-aligned_solid_728.png,IfcPlate
training_data\7d6ad5a3-aligned_solid_729.png,IfcPlate
training_data\d951ac5d-aligned_solid_730.png,IfcAngle
training_data\bff54a1a-aligned_solid_731.png,IfcPlate
training_data\3cc6b106-aligned_solid_732.png,IfcPlate
training_data\bce6ee81-aligned_solid_733.png,IfcAngle
training_data\80825f6d-aligned_solid_734.png,IfcNut
training_data\b6ead5b2-aligned_solid_735.png,IfcAngle
training_data\071fdb1b-aligned_solid_736.png,IfcPlate
training_data\787c072f-aligned_solid_737.png,IfcPlate
training_data\54ed3261-aligned_solid_738.png,IfcColumn
training_data\730c67b3-aligned_solid_739.png,IfcAngle
training_data\9d25e26c-aligned_solid_740.png,IfcBeam
training_data\b50df0c2-aligned_solid_741.png,IfcPlate
training_data\3e7ef6dc-aligned_solid_742.png,IfcPlate
training_data\9e2c3d3b-aligned_solid_743.png,IfcBolt
training_data\9835484e-aligned_solid_744.png,IfcAngle
training_data\4a8263e1-aligned_solid_745.png,IfcPlate
training_data\aacead48-aligned_solid_746.png,IfcAngle
training_data\4b671354-aligned_solid_747.png,IfcPlate
training_data\df8fca16-aligned_solid_748.png,IfcPlate
training_data\e8c5a38d-aligned_solid_749.png,IfcPlate
training_data\1109ac1e-aligned_solid_750.png,IfcPlate
training_data\e824f9a1-aligned_solid_751.png,IfcPlate
training_data\ffcb2314-aligned_solid_752.png,IfcPlate
training_data\9e9c23cb-aligned_solid_753.png,IfcPlate
training_data\4c3819b1-aligned_solid_754.png,IfcPlate
training_data\99b38662-aligned_solid_755.png,IfcColumn
training_data\5ce3bc0f-aligned_solid_756.png,IfcPlate
training_data\920f80a5-aligned_solid_757.png,IfcPlate
training_data\03fc9e19-aligned_solid_758.png,IfcAngle
training_data\8fb9064e-aligned_solid_759.png,IfcPlate
training_data\ab1f0f6f-aligned_solid_760.png,IfcPlate
training_data\04b46424-aligned_solid_761.png,IfcPlate
training_data\7e09b7e8-aligned_solid_762.png,IfcWasher
training_data\3b4c6748-aligned_solid_763.png,IfcPlate
training_data\748eb8d3-aligned_solid_764.png,IfcAngle
training_data\b5cf0611-aligned_solid_765.png,IfcBeam
training_data\bc98f670-aligned_solid_766.png,IfcBeam
training_data\03941d49-aligned_solid_767.png,IfcPlate
training_data\6af6d167-aligned_solid_768.png,IfcPlate
training_data\6088566a-aligned_solid_769.png,IfcAngle
training_data\efb71853-aligned_solid_770.png,IfcPlate
training_data\6e0d47c1-aligned_solid_771.png,IfcPlate
training_data\d616558e-aligned_solid_772.png,IfcPlate
training_data\eaa867ce-aligned_solid_773.png,IfcPlate
training_data\ec1ac8ea-aligned_solid_774.png,IfcPlate
training_data\08dd5858-aligned_solid_775.png,IfcPlate
training_data\8b325919-aligned_solid_776.png,IfcColumn
training_data\7a2cb754-aligned_solid_777.png,IfcPlate
training_data\5b93b671-aligned_solid_778.png,IfcAngle
training_data\8be0efcf-aligned_solid_779.png,IfcPlate
training_data\5d182eeb-aligned_solid_780.png,IfcPlate
training_data\b93e99b0-aligned_solid_781.png,IfcPlate
training_data\3ba6e0b2-aligned_solid_782.png,IfcColumn
training_data\367b596a-aligned_solid_783.png,IfcWasher
training_data\9618000e-aligned_solid_784.png,IfcPlate
training_data\842f3707-aligned_solid_785.png,IfcColumn
training_data\be0b0b06-aligned_solid_786.png,IfcPlate
training_data\dfd5d5cf-aligned_solid_787.png,IfcPlate
training_data\43354bb0-aligned_solid_788.png,IfcNut
training_data\2bf986d1-aligned_solid_789.png,IfcAngle
training_data\efe564f2-aligned_solid_790.png,IfcPlate
training_data\3f2e8001-aligned_solid_791.png,IfcBolt
training_data\003dced0-aligned_solid_792.png,IfcAngle
training_data\40f12b9d-aligned_solid_793.png,IfcPlate
training_data\d02c0c03-aligned_solid_794.png,IfcPlate
training_data\8fe55ab4-aligned_solid_795.png,IfcColumn
training_data\b76b7e69-aligned_solid_833.png,IfcBeam
training_data\90afe2f5-aligned_solid_797.png,IfcPlate
training_data\fc109dec-aligned_solid_798.png,IfcColumn
training_data\e415ec36-aligned_solid_799.png,IfcAngle
training_data\7b312a04-aligned_solid_800.png,IfcAngle
training_data\fb23c0e0-aligned_solid_801.png,IfcAngle
training_data\c5e758d5-aligned_solid_802.png,IfcBeam
training_data\cb2ba88a-aligned_solid_803.png,IfcPlate
training_data\ae941b58-aligned_solid_804.png,IfcPlate
training_data\678b2453-aligned_solid_805.png,IfcBeam
training_data\91ac73e6-aligned_solid_806.png,IfcPlate
training_data\85c87ed3-aligned_solid_807.png,IfcPlate
training_data\dcca5ec7-aligned_solid_808.png,IfcPlate
training_data\e9291cae-aligned_solid_809.png,IfcPlate
training_data\0028bb8c-aligned_solid_810.png,IfcBeam
training_data\cf176c97-aligned_solid_811.png,IfcNut
training_data\142d7fed-aligned_solid_812.png,IfcColumn
training_data\c8feaaa0-aligned_solid_813.png,IfcBolt
training_data\fdceb395-aligned_solid_814.png,IfcPlate
training_data\f50e0d89-aligned_solid_815.png,IfcPlate
training_data\97538577-aligned_solid_816.png,IfcBolt
training_data\360bd0c8-aligned_solid_817.png,IfcPlate
training_data\ea0d0378-aligned_solid_818.png,IfcAngle
training_data\361f1537-aligned_solid_819.png,IfcAngle
training_data\34c75f51-aligned_solid_820.png,IfcPlate
training_data\7615320d-aligned_solid_821.png,IfcBeam
training_data\d6816ea5-aligned_solid_822.png,IfcBeam
training_data\dbe352f7-aligned_solid_823.png,IfcWasher
training_data\215b4205-aligned_solid_824.png,IfcColumn
training_data\c64ad2b5-aligned_solid_825.png,IfcNut
training_data\139a0df4-aligned_solid_826.png,IfcPlate
training_data\88f64f95-aligned_solid_827.png,IfcBolt
training_data\ca2e8b57-aligned_solid_828.png,IfcPlate
training_data\76cc791d-aligned_solid_829.png,IfcPlate
training_data\7047edff-aligned_solid_830.png,IfcPlate
training_data\e4bdeb60-aligned_solid_831.png,IfcPlate
training_data\153e2b42-aligned_solid_832.png,IfcBeam
